"site","block","service_point_sn","pub_cust_id","meter_sn","meter_type","supply","week","LastDayofWeek","WeeklyConsumption","NetConsumption"
"Punggol","PG_B1","3004478658","008921982651","WS500007A","SUB","Direct","2017_41","2017-10-15",7264,2330
"Punggol","PG_B1","3004478658","008921982651","WS500007A","SUB","Direct","2017_42","2017-10-22",6390,3417
"Punggol","PG_B1","3004478658","008921982651","WS500007A","SUB","Direct","2017_43","2017-10-29",6623,2596
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_31","2017-08-06",4179,1920
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_32","2017-08-13",6571,2347
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_33","2017-08-20",6134,2015
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_34","2017-08-27",6614,3660
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_35","2017-09-03",6331,2280
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_36","2017-09-10",5561,14558
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_37","2017-09-17",5166,2004
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_38","2017-09-24",5096,2325
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_39","2017-10-01",5009,2711
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_40","2017-10-08",5944,2080
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_41","2017-10-15",5013,2330
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_42","2017-10-22",5566,3417
"Punggol","PG_B1","3004478679","008901624745","WS500013A","SUB","Direct","2017_43","2017-10-29",6065,2596
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_31","2017-08-06",5045,8724
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_32","2017-08-13",6133,-5828
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_33","2017-08-20",5438,14821
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_34","2017-08-27",5977,-2427
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_35","2017-09-03",5767,22934
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_36","2017-09-10",6096,-14511
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_37","2017-09-17",5586,17329
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_38","2017-09-24",6056,6377
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_39","2017-10-01",6117,5489
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_40","2017-10-08",5793,-114
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_41","2017-10-15",5416,5311
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_42","2017-10-22",5256,65398
"Punggol","PG_B1","3004478696","008902859662","WS500019A","SUB","Indirect","2017_43","2017-10-29",5856,17121
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_31","2017-08-06",4848,8724
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_32","2017-08-13",5889,-5828
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_33","2017-08-20",5439,14821
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_34","2017-08-27",5968,-2427
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_35","2017-09-03",5795,22934
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_36","2017-09-10",5851,-14511
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_37","2017-09-17",5680,17329
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_38","2017-09-24",5288,6377
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_39","2017-10-01",5166,5489
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_40","2017-10-08",5699,-114
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_41","2017-10-15",5764,5311
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_42","2017-10-22",6272,65398
"Punggol","PG_B1","3004478713","008922996809","WS500025A","SUB","Indirect","2017_43","2017-10-29",5730,17121
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_31","2017-08-06",5843,8724
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_32","2017-08-13",5676,-5828
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_33","2017-08-20",6488,14821
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_34","2017-08-27",5960,-2427
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_35","2017-09-03",6079,22934
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_36","2017-09-10",6699,-14511
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_37","2017-09-17",7044,17329
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_38","2017-09-24",8051,6377
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_39","2017-10-01",5210,5489
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_40","2017-10-08",5313,-114
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_41","2017-10-15",6100,5311
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_42","2017-10-22",6412,65398
"Punggol","PG_B1","3004478742","008901630601","WS500031A","SUB","Indirect","2017_43","2017-10-29",5844,17121
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_31","2017-08-06",3187,8724
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_32","2017-08-13",2842,-5828
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_33","2017-08-20",2917,14821
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_34","2017-08-27",3271,-2427
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_35","2017-09-03",2460,22934
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_36","2017-09-10",2743,-14511
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_37","2017-09-17",2644,17329
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_38","2017-09-24",3169,6377
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_39","2017-10-01",2515,5489
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_40","2017-10-08",2826,-114
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_41","2017-10-15",2532,5311
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_42","2017-10-22",3014,65398
"Punggol","PG_B1","3004478755","008935782048","WS500037A","SUB","Indirect","2017_43","2017-10-29",3132,17121
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_31","2017-08-06",2313,8724
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_32","2017-08-13",3064,-5828
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_33","2017-08-20",2754,14821
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_34","2017-08-27",2769,-2427
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_35","2017-09-03",3139,22934
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_36","2017-09-10",2503,-14511
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_37","2017-09-17",3068,17329
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_38","2017-09-24",2506,6377
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_39","2017-10-01",3998,5489
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_40","2017-10-08",3250,-114
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_41","2017-10-15",2996,5311
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_42","2017-10-22",2690,65398
"Punggol","PG_B1","3004478769","008917905930","WS500043A","SUB","Indirect","2017_43","2017-10-29",2868,17121
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_31","2017-08-06",5279,8724
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_32","2017-08-13",5900,-5828
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_33","2017-08-20",5258,14821
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_34","2017-08-27",5351,-2427
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_35","2017-09-03",6545,22934
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_36","2017-09-10",5488,-14511
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_37","2017-09-17",4971,17329
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_38","2017-09-24",5004,6377
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_39","2017-10-01",5331,5489
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_40","2017-10-08",5611,-114
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_41","2017-10-15",5400,5311
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_42","2017-10-22",5401,65398
"Punggol","PG_B1","3004478784","008901656853","WS500049A","SUB","Indirect","2017_43","2017-10-29",5107,17121
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_31","2017-08-06",3104,8724
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_32","2017-08-13",4461,-5828
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_33","2017-08-20",4271,14821
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_34","2017-08-27",4600,-2427
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_35","2017-09-03",5203,22934
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_36","2017-09-10",4210,-14511
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_37","2017-09-17",3745,17329
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_38","2017-09-24",4430,6377
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_39","2017-10-01",4118,5489
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_40","2017-10-08",4234,-114
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_41","2017-10-15",4875,5311
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_42","2017-10-22",4016,65398
"Punggol","PG_B1","3004478795","008930598985","WS500055A","SUB","Indirect","2017_43","2017-10-29",4267,17121
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_31","2017-08-06",2559,8724
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_32","2017-08-13",1952,-5828
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_33","2017-08-20",2352,14821
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_34","2017-08-27",2364,-2427
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_35","2017-09-03",2456,22934
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_36","2017-09-10",2259,-14511
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_37","2017-09-17",1967,17329
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_38","2017-09-24",2257,6377
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_39","2017-10-01",2148,5489
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_40","2017-10-08",2421,-114
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_41","2017-10-15",2927,5311
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_42","2017-10-22",2288,65398
"Punggol","PG_B1","3004478810","008901786965","WS500061A","SUB","Indirect","2017_43","2017-10-29",2480,17121
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_31","2017-08-06",2171,8724
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_32","2017-08-13",2734,-5828
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_33","2017-08-20",2275,14821
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_34","2017-08-27",2571,-2427
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_35","2017-09-03",1639,22934
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_36","2017-09-10",2444,-14511
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_37","2017-09-17",2471,17329
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_38","2017-09-24",2403,6377
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_39","2017-10-01",2742,5489
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_40","2017-10-08",2372,-114
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_41","2017-10-15",2769,5311
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_42","2017-10-22",2845,65398
"Punggol","PG_B1","3004478821","008934349534","WS500067A","SUB","Indirect","2017_43","2017-10-29",2900,17121
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_31","2017-08-06",1482,8724
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_32","2017-08-13",2303,-5828
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_33","2017-08-20",1595,14821
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_34","2017-08-27",1862,-2427
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_35","2017-09-03",1673,22934
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_36","2017-09-10",1105,-14511
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_37","2017-09-17",1773,17329
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_38","2017-09-24",2486,6377
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_39","2017-10-01",2510,5489
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_40","2017-10-08",2582,-114
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_41","2017-10-15",2463,5311
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_42","2017-10-22",2392,65398
"Punggol","PG_B1","3004478833","008925919444","WS500073A","SUB","Indirect","2017_43","2017-10-29",2352,17121
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_31","2017-08-06",5599,8724
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_32","2017-08-13",6079,-5828
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_33","2017-08-20",6175,14821
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_34","2017-08-27",6584,-2427
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_35","2017-09-03",6353,22934
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_36","2017-09-10",5769,-14511
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_37","2017-09-17",5644,17329
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_38","2017-09-24",6331,6377
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_39","2017-10-01",5989,5489
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_40","2017-10-08",4687,-114
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_41","2017-10-15",2802,5311
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_42","2017-10-22",5358,65398
"Punggol","PG_B1","3004478847","008919034143","WS500079A","SUB","Indirect","2017_43","2017-10-29",4873,17121
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_31","2017-08-06",95,8724
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_32","2017-08-13",0,-5828
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_33","2017-08-20",1,14821
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_34","2017-08-27",0,-2427
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_35","2017-09-03",0,22934
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_36","2017-09-10",22,-14511
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_37","2017-09-17",0,17329
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_38","2017-09-24",0,6377
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_39","2017-10-01",0,5489
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_40","2017-10-08",0,-114
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_41","2017-10-15",0,5311
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_42","2017-10-22",0,65398
"Punggol","PG_B1","3004478872","008934195416","WS500085A","SUB","Indirect","2017_43","2017-10-29",0,17121
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_31","2017-08-06",5028,1920
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_32","2017-08-13",6331,2347
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_33","2017-08-20",6190,2015
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_34","2017-08-27",5744,3660
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_35","2017-09-03",6915,2280
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_36","2017-09-10",6628,14558
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_37","2017-09-17",6280,2004
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_38","2017-09-24",6228,2325
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_39","2017-10-01",2547,2711
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_40","2017-10-08",0,2080
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_41","2017-10-15",3176,2330
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_42","2017-10-22",4303,3417
"Punggol","PG_B1","3004478892","008920137927","WS500002A","SUB","Direct","2017_43","2017-10-29",3807,2596
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_31","2017-08-06",4180,1920
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_32","2017-08-13",5392,2347
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_33","2017-08-20",5522,2015
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_34","2017-08-27",4716,3660
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_35","2017-09-03",894,2280
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_36","2017-09-10",61,14558
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_37","2017-09-17",1205,2004
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_38","2017-09-24",37,2325
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_39","2017-10-01",0,2711
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_40","2017-10-08",0,2080
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_41","2017-10-15",0,2330
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_42","2017-10-22",0,3417
"Punggol","PG_B1","3004478908","008935907819","WS500008A","SUB","Direct","2017_43","2017-10-29",0,2596
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_31","2017-08-06",3215,1920
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_32","2017-08-13",5876,2347
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_33","2017-08-20",5867,2015
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_34","2017-08-27",4628,3660
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_35","2017-09-03",5410,2280
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_36","2017-09-10",5444,14558
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_37","2017-09-17",5038,2004
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_38","2017-09-24",5318,2325
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_39","2017-10-01",4872,2711
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_40","2017-10-08",5244,2080
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_41","2017-10-15",4559,2330
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_42","2017-10-22",5962,3417
"Punggol","PG_B1","3004478921","008932707022","WS500014A","SUB","Direct","2017_43","2017-10-29",5154,2596
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_31","2017-08-06",4088,8724
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_32","2017-08-13",4365,-5828
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_33","2017-08-20",4819,14821
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_34","2017-08-27",4546,-2427
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_35","2017-09-03",4364,22934
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_36","2017-09-10",4165,-14511
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_37","2017-09-17",4254,17329
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_38","2017-09-24",5092,6377
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_39","2017-10-01",4184,5489
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_40","2017-10-08",4315,-114
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_41","2017-10-15",5209,5311
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_42","2017-10-22",4803,65398
"Punggol","PG_B1","3004478961","008931781309","WS500020A","SUB","Indirect","2017_43","2017-10-29",2959,17121
"Punggol","PG_B1","3004478970","008902657116","WS500026A","SUB","Indirect","2017_31","2017-08-06",5520,8724
"Punggol","PG_B1","3004478970","008902657116","WS500026A","SUB","Indirect","2017_32","2017-08-13",6963,-5828
"Punggol","PG_B1","3004478970","008902657116","WS500026A","SUB","Indirect","2017_33","2017-08-20",6110,14821
"Punggol","PG_B1","3004478970","008902657116","WS500026A","SUB","Indirect","2017_34","2017-08-27",4742,-2427
"Punggol","PG_B1","3004478970","008902657116","WS500026A","SUB","Indirect","2017_35","2017-09-03",7572,22934
"Punggol","PG_B1","3004478970","008902657116","WS500026A","SUB","Indirect","2017_36","2017-09-10",8176,-14511
