"date","block","DailyLPCD"
2016-04-27,"PG_B4",107.637989116351
2016-04-27,"PG_B5",141.322337076147
2016-04-28,"PG_B1",169.884022135877
2016-04-28,"PG_B2",162.331679659816
2016-04-28,"PG_B3",102.695580565468
2016-04-28,"PG_B4",104.693573464628
2016-04-28,"PG_B5",146.844612855591
2016-04-29,"PG_B1",166.875662310138
2016-04-29,"PG_B2",167.815379163714
2016-04-29,"PG_B3",100.337633818282
2016-04-29,"PG_B4",103.6084477844
2016-04-29,"PG_B5",136.039675684712
2016-04-30,"PG_B1",171.199811609561
2016-04-30,"PG_B2",161.182967162769
2016-04-30,"PG_B3",111.185835849575
2016-04-30,"PG_B4",114.466182948951
2016-04-30,"PG_B5",148.605499986069
2016-05-01,"PG_B1",174.32591545979
2016-05-01,"PG_B2",164.956886369005
2016-05-01,"PG_B3",113.571232500686
2016-05-01,"PG_B4",121.53407618554
2016-05-01,"PG_B5",149.928951547742
2016-05-02,"PG_B1",177.307782880019
2016-05-02,"PG_B2",171.305811481219
2016-05-02,"PG_B3",111.339555311556
2016-05-02,"PG_B4",125.586291785437
2016-05-02,"PG_B5",153.838009528851
2016-05-03,"PG_B1",161.568350406217
2016-05-03,"PG_B2",166.55150011812
2016-05-03,"PG_B3",104.630798792204
2016-05-03,"PG_B4",108.454262762374
2016-05-03,"PG_B5",144.094619821125
2016-05-04,"PG_B1",170.973154362416
2016-05-04,"PG_B2",165.458894401134
2016-05-04,"PG_B3",106.862475981334
2016-05-04,"PG_B4",106.559341798393
2016-05-04,"PG_B5",148.867404084589
2016-05-05,"PG_B1",159.949370069469
2016-05-05,"PG_B2",165.030711079613
2016-05-05,"PG_B3",103.000274499039
2016-05-05,"PG_B4",109.558823529412
2016-05-05,"PG_B5",135.56323312251
2016-05-06,"PG_B1",163.734840456847
2016-05-06,"PG_B2",160.362036380817
2016-05-06,"PG_B3",100.796047213835
2016-05-06,"PG_B4",98.9472661311221
2016-05-06,"PG_B5",135.175949402357
2016-05-07,"PG_B1",155.018839043919
2016-05-07,"PG_B2",181.071344200331
2016-05-07,"PG_B3",107.249519626681
2016-05-07,"PG_B4",119.030189168178
2016-05-07,"PG_B5",156.835975592767
2016-05-08,"PG_B1",166.366419404215
2016-05-08,"PG_B2",180.058469170801
2016-05-08,"PG_B3",107.079330222344
2016-05-08,"PG_B4",125.887535630993
2016-05-08,"PG_B5",163.121673957259
2016-05-09,"PG_B1",165.377369598493
2016-05-09,"PG_B2",163.087644696433
2016-05-09,"PG_B3",108.13615152347
2016-05-09,"PG_B4",112.587457890645
2016-05-09,"PG_B5",146.404391072971
2016-05-10,"PG_B1",163.693630048275
2016-05-10,"PG_B2",155.932553744389
2016-05-10,"PG_B3",102.083447707933
2016-05-10,"PG_B4",108.544959834154
2016-05-10,"PG_B5",152.907414114959
2016-05-11,"PG_B1",163.59649122807
2016-05-11,"PG_B2",155.675643751477
2016-05-11,"PG_B3",102.983804556684
2016-05-11,"PG_B4",107.058175693185
2016-05-11,"PG_B5",144.384386057786
2016-05-12,"PG_B1",160.914871070293
2016-05-12,"PG_B2",157.754547602173
2016-05-12,"PG_B3",97.263244578644
2016-05-12,"PG_B4",109.108577351646
2016-05-12,"PG_B5",145.582457997827
2016-05-13,"PG_B1",168.359237018721
2016-05-13,"PG_B2",160.973304984644
2016-05-13,"PG_B3",102.020312928905
2016-05-13,"PG_B4",108.80733350609
2016-05-13,"PG_B5",141.47557883592
2016-05-14,"PG_B1",165.141881549511
2016-05-14,"PG_B2",170.848098275455
2016-05-14,"PG_B3",108.847104035136
2016-05-14,"PG_B4",120.649779735683
2016-05-14,"PG_B5",156.356746816751
2016-05-15,"PG_B1",162.851760273166
2016-05-15,"PG_B2",180.953224663359
2016-05-15,"PG_B3",111.965413121054
2016-05-15,"PG_B4",125.783881834672
2016-05-15,"PG_B5",161.104455155889
2016-05-16,"PG_B1",169.280584010361
2016-05-16,"PG_B2",163.196905268131
2016-05-16,"PG_B3",98.9431786988745
2016-05-16,"PG_B4",110.200181394144
2016-05-16,"PG_B5",146.309659803293
2016-05-17,"PG_B1",169.2658660073
2016-05-17,"PG_B2",157.713205764233
2016-05-17,"PG_B3",101.509744715893
2016-05-17,"PG_B4",110.229334024359
2016-05-17,"PG_B5",147.145523947508
2016-05-18,"PG_B1",167.696926880961
2016-05-18,"PG_B2",166.392038743208
2016-05-18,"PG_B3",102.228932198737
2016-05-18,"PG_B4",102.730629696813
2016-05-18,"PG_B5",137.078933437352
2016-05-19,"PG_B1",161.038502296008
2016-05-19,"PG_B2",172.956532010395
2016-05-19,"PG_B3",100.724677463629
2016-05-19,"PG_B4",103.55662088624
2016-05-19,"PG_B5",143.448218216266
2016-05-20,"PG_B1",161.71553043683
2016-05-20,"PG_B2",151.319985825656
2016-05-20,"PG_B3",97.1891298380456
2016-05-20,"PG_B4",104.557527856958
2016-05-20,"PG_B5",135.738764592795
2016-05-21,"PG_B1",158.006593665371
2016-05-21,"PG_B2",165.51795416962
2016-05-21,"PG_B3",111.608564370025
2016-05-21,"PG_B4",116.970069966313
2016-05-21,"PG_B5",152.079908612187
2016-05-22,"PG_B1",162.698693041328
2016-05-22,"PG_B2",172.711433971179
2016-05-22,"PG_B3",105.199011803459
2016-05-22,"PG_B4",120.983415392589
2016-05-22,"PG_B5",149.207322169903
2016-05-23,"PG_B1",168.032497350759
2016-05-23,"PG_B2",169.796834396409
2016-05-23,"PG_B3",107.054625308811
2016-05-23,"PG_B4",111.084477844001
2016-05-23,"PG_B5",144.423393051183
2016-05-24,"PG_B1",159.84634404804
2016-05-24,"PG_B2",156.909992912828
2016-05-24,"PG_B3",100.8454570409
2016-05-24,"PG_B4",103.974475252656
2016-05-24,"PG_B5",138.084756624223
2016-05-25,"PG_B1",162.89591428235
2016-05-25,"PG_B2",164.567091897
2016-05-25,"PG_B3",105.155091957178
2016-05-25,"PG_B4",112.257061414874
2016-05-25,"PG_B5",141.567523891783
2016-05-26,"PG_B1",159.075120687625
2016-05-26,"PG_B2",155.944365698086
2016-05-26,"PG_B3",103.86769146308
2016-05-26,"PG_B4",106.015159367712
2016-05-26,"PG_B5",142.723802624613
2016-05-27,"PG_B1",162.263040150712
2016-05-27,"PG_B2",149.471415072053
2016-05-27,"PG_B3",104.317869887455
2016-05-27,"PG_B4",107.129437678155
2016-05-27,"PG_B5",137.836783594773
2016-05-28,"PG_B1",151.268691863888
2016-05-28,"PG_B2",167.558469170801
2016-05-28,"PG_B3",110.746637386769
2016-05-28,"PG_B4",116.672065301892
2016-05-28,"PG_B5",141.901869549469
2016-05-29,"PG_B1",160.752973036618
2016-05-29,"PG_B2",167.939404677534
2016-05-29,"PG_B3",114.339829810596
2016-05-29,"PG_B4",125.181394143561
2016-05-29,"PG_B5",156.844334234209
2016-05-30,"PG_B1",155.660543977393
2016-05-30,"PG_B2",159.721237892747
2016-05-30,"PG_B3",106.09936865221
2016-05-30,"PG_B4",115.567504534854
2016-05-30,"PG_B5",136.791953414505
2016-05-31,"PG_B1",147.424349464265
2016-05-31,"PG_B2",161.369005433499
2016-05-31,"PG_B3",110.299203952786
2016-05-31,"PG_B4",108.907748121275
2016-05-31,"PG_B5",137.07057479591
2016-06-01,"PG_B1",160.973743082539
2016-06-01,"PG_B2",154.928537680132
2016-06-01,"PG_B3",103.420258029097
2016-06-01,"PG_B4",107.424203161441
2016-06-01,"PG_B5",140.146554846619
2016-06-02,"PG_B1",145.352054633227
2016-06-02,"PG_B2",164.357429718876
2016-06-02,"PG_B3",104.644523744167
2016-06-02,"PG_B4",98.3156258097953
2016-06-02,"PG_B5",137.767128249422
2016-06-03,"PG_B1",141.010243730131
2016-06-03,"PG_B2",166.025868178597
2016-06-03,"PG_B3",97.4224540214109
2016-06-03,"PG_B4",102.384037315367
2016-06-03,"PG_B5",139.430497896409
2016-06-04,"PG_B1",147.942423172024
2016-06-04,"PG_B2",166.288684148358
2016-06-04,"PG_B3",111.010156464452
2016-06-04,"PG_B4",113.167271313812
2016-06-04,"PG_B5",144.501407037976
2016-06-05,"PG_B1",160.514541387025
2016-06-05,"PG_B2",175.995157098984
2016-06-05,"PG_B3",112.920669777656
2016-06-05,"PG_B4",124.449339207048
2016-06-05,"PG_B5",148.563706778858
2016-06-06,"PG_B1",164.682679853997
2016-06-06,"PG_B2",170.470115757146
2016-06-06,"PG_B3",107.905572330497
2016-06-06,"PG_B4",113.870173620109
2016-06-06,"PG_B5",132.161266055557
2016-06-07,"PG_B1",156.958671847404
2016-06-07,"PG_B2",162.311008740846
2016-06-07,"PG_B3",109.665111172111
2016-06-07,"PG_B4",104.113760041462
2016-06-07,"PG_B5",131.556657657909
2016-06-08,"PG_B1",153.273283880843
2016-06-08,"PG_B2",161.741081974959
2016-06-08,"PG_B3",100.44468844359
2016-06-08,"PG_B4",99.9643690075149
2016-06-08,"PG_B5",127.101501769246
2016-06-09,"PG_B1",156.004945249029
2016-06-09,"PG_B2",163.07878573116
2016-06-09,"PG_B3",104.633543782597
2016-06-09,"PG_B4",105.172972272609
2016-06-09,"PG_B5",130.043743556881
2016-06-10,"PG_B1",160.602849405393
2016-06-10,"PG_B2",173.053980628396
2016-06-10,"PG_B3",99.9698051056821
2016-06-10,"PG_B4",101.425239699404
2016-06-10,"PG_B5",138.380095288512
2016-06-11,"PG_B1",160.258448133757
2016-06-11,"PG_B2",172.277344672809
2016-06-11,"PG_B3",107.814987647543
2016-06-11,"PG_B4",120.445711324177
2016-06-11,"PG_B5",147.88387060823
2016-06-12,"PG_B1",164.326504179913
2016-06-12,"PG_B2",177.994330262225
2016-06-12,"PG_B3",109.18748284381
2016-06-12,"PG_B4",119.635916040425
2016-06-12,"PG_B5",156.287091471399
2016-06-13,"PG_B1",161.71553043683
2016-06-13,"PG_B2",177.527758091188
2016-06-13,"PG_B3",105.122152072468
2016-06-13,"PG_B4",107.05493651205
2016-06-13,"PG_B5",147.507731743334
2016-06-14,"PG_B1",149.582008713058
2016-06-14,"PG_B2",171.350106307583
2016-06-14,"PG_B3",99.1161130936042
2016-06-14,"PG_B4",105.765742420316
2016-06-14,"PG_B5",140.338803599788
2016-06-15,"PG_B1",148.066054397739
2016-06-15,"PG_B2",165.680368532955
2016-06-15,"PG_B3",108.611034861378
2016-06-15,"PG_B4",101.84957242809
2016-06-15,"PG_B5",141.528516898387
2016-06-16,"PG_B1",153.832567997174
2016-06-16,"PG_B2",145.605953224663
2016-06-16,"PG_B3",103.000274499039
2016-06-16,"PG_B4",95.9445452189687
2016-06-16,"PG_B5",141.965952467192
2016-06-17,"PG_B1",146.313860118701
2016-06-17,"PG_B2",140.422667134996
2016-06-17,"PG_B3",102.412717198343
2016-06-17,"PG_B4",92.5313820727938
2016-06-17,"PG_B5",124.299089726918
2016-06-18,"PG_B1",149.965087862213
2016-06-18,"PG_B2",161.324786324786
2016-06-18,"PG_B3",103.300338910108
2016-06-18,"PG_B4",114.43259950798
2016-06-18,"PG_B5",144.114434330299
2016-06-19,"PG_B1",150.381124170837
2016-06-19,"PG_B2",178.231471724622
2016-06-19,"PG_B3",105.559739630965
2016-06-19,"PG_B4",121.415504951744
2016-06-19,"PG_B5",149.001300390117
2016-06-20,"PG_B1",164.575817525893
2016-06-20,"PG_B2",166.772040744644
2016-06-20,"PG_B3",105.589327021357
2016-06-20,"PG_B4",105.194600391093
2016-06-20,"PG_B5",145.006501950585
2016-06-21,"PG_B1",162.580006982428
2016-06-21,"PG_B2",149.710221285564
2016-06-21,"PG_B3",99.6852977567379
2016-06-21,"PG_B4",95.3825774301394
2016-06-21,"PG_B5",139.157347204161
2016-06-22,"PG_B1",164.564180146631
2016-06-22,"PG_B2",152.889005971198
2016-06-22,"PG_B3",96.8637366184303
2016-06-22,"PG_B4",105.424840724153
2016-06-22,"PG_B5",125.62288686606
2016-06-23,"PG_B1",158.390550448039
2016-06-23,"PG_B2",158.997775436132
2016-06-23,"PG_B3",102.937220937113
2016-06-23,"PG_B4",107.9858701823
2016-06-23,"PG_B5",139.206762028609
2016-06-24,"PG_B1",155.52775514954
2016-06-24,"PG_B2",143.010186160871
2016-06-24,"PG_B3",97.1838183872182
2016-06-24,"PG_B4",104.002397022646
2016-06-24,"PG_B5",129.786736020806
2016-06-25,"PG_B1",166.647271034563
2016-06-25,"PG_B2",158.748975529797
2016-06-25,"PG_B3",111.533702727419
2016-06-25,"PG_B4",124.263546331925
2016-06-25,"PG_B5",145.037711313394
2016-06-26,"PG_B1",178.668683812405
2016-06-26,"PG_B2",165.530968270694
2016-06-26,"PG_B3",107.028350099521
2016-06-26,"PG_B4",121.380811202927
2016-06-26,"PG_B5",159.700910273082
2016-06-27,"PG_B1",169.84464098685
2016-06-27,"PG_B2",147.564687975647
2016-06-27,"PG_B3",98.1494432191081
2016-06-27,"PG_B4",109.897180344414
2016-06-27,"PG_B5",138.910273081925
2016-06-28,"PG_B1",168.355056441289
2016-06-28,"PG_B2",151.012761971666
2016-06-28,"PG_B3",98.2758620689655
2016-06-28,"PG_B4",110.543745663281
2016-06-28,"PG_B5",137.336801040312
2016-06-29,"PG_B1",169.457698126382
2016-06-29,"PG_B2",155.810209577333
2016-06-29,"PG_B3",103.641938781
2016-06-29,"PG_B4",103.292752160474
2016-06-29,"PG_B5",145.498049414824
2016-06-30,"PG_B1",165.855929244734
2016-06-30,"PG_B2",162.896616321274
2016-06-30,"PG_B3",104.257894453709
2016-06-30,"PG_B4",112.14281208604
2016-06-30,"PG_B5",140.301690507152
2016-07-01,"PG_B1",166.490166414523
2016-07-01,"PG_B2",151.630371150919
2016-07-01,"PG_B3",107.114422507935
2016-07-01,"PG_B4",105.715006623352
2016-07-01,"PG_B5",138.176853055917
2016-07-02,"PG_B1",180.90015128593
2016-07-02,"PG_B2",173.615501697693
2016-07-02,"PG_B3",121.391683253537
2016-07-02,"PG_B4",116.728694884249
2016-07-02,"PG_B5",155.209362808843
2016-07-03,"PG_B1",175.858256720587
2016-07-03,"PG_B2",166.031495141084
2016-07-03,"PG_B3",111.054924955619
2016-07-03,"PG_B4",129.382451271053
2016-07-03,"PG_B5",165.097529258778
2016-07-04,"PG_B1",175.116373792622
2016-07-04,"PG_B2",166.971080669711
2016-07-04,"PG_B3",105.826026144494
2016-07-04,"PG_B4",120.97079417145
2016-07-04,"PG_B5",151.555266579974
2016-07-05,"PG_B1",173.728616315606
2016-07-05,"PG_B2",158.005502868517
2016-07-05,"PG_B3",99.1069987627091
2016-07-05,"PG_B4",121.096953258058
2016-07-05,"PG_B5",151.235370611183
2016-07-06,"PG_B1",172.34085883859
2016-07-06,"PG_B2",152.774850720056
2016-07-06,"PG_B3",106.721717144548
2016-07-06,"PG_B4",132.047561975651
2016-07-06,"PG_B5",149.934980494148
2016-07-07,"PG_B1",175.576050273478
2016-07-07,"PG_B2",148.463294696171
2016-07-07,"PG_B3",106.393566087471
2016-07-07,"PG_B4",114.871002333943
2016-07-07,"PG_B5",144.954486345904
2016-07-08,"PG_B1",162.515908827953
2016-07-08,"PG_B2",138.786441868634
2016-07-08,"PG_B3",101.100112970036
2016-07-08,"PG_B4",116.753926701571
2016-07-08,"PG_B5",139.856957087126
2016-07-09,"PG_B1",172.28103667708
2016-07-09,"PG_B2",149.265308511884
2016-07-09,"PG_B3",111.189413093765
2016-07-09,"PG_B4",126.698416703463
2016-07-09,"PG_B5",153.009102730819
