"site","block","service_point_sn","pub_cust_id","meter_sn","meter_type","supply","floor","month.end","MonthlyConsumption","NetConsumption"
"Punggol","PG_B1","3004478999","008920954040","WS500038A","SUB","Indirect","#08","2017-05-31",6352,14364
"Punggol","PG_B1","3004478999","008920954040","WS500038A","SUB","Indirect","#08","2017-06-30",12635,19095
"Punggol","PG_B1","3004478999","008920954040","WS500038A","SUB","Indirect","#08","2017-07-31",11005,14243
"Punggol","PG_B1","3004478999","008920954040","WS500038A","SUB","Indirect","#08","2017-08-31",12414,36894
"Punggol","PG_B1","3004478999","008920954040","WS500038A","SUB","Indirect","#08","2017-09-30",12689,16827
"Punggol","PG_B1","3004478999","008920954040","WS500038A","SUB","Indirect","#08","2017-10-31",12094,82847
"Punggol","PG_B1","3004479020","008901654379","WS500044A","SUB","Indirect","#09","2017-05-31",17123,14364
"Punggol","PG_B1","3004479020","008901654379","WS500044A","SUB","Indirect","#09","2017-06-30",29429,19095
"Punggol","PG_B1","3004479020","008901654379","WS500044A","SUB","Indirect","#09","2017-07-31",27056,14243
"Punggol","PG_B1","3004479020","008901654379","WS500044A","SUB","Indirect","#09","2017-08-31",29434,36894
"Punggol","PG_B1","3004479020","008901654379","WS500044A","SUB","Indirect","#09","2017-09-30",29108,16827
"Punggol","PG_B1","3004479020","008901654379","WS500044A","SUB","Indirect","#09","2017-10-31",30180,82847
"Punggol","PG_B1","3004479045","008930614675","WS500050A","SUB","Indirect","#10","2017-05-31",8197,14364
"Punggol","PG_B1","3004479045","008930614675","WS500050A","SUB","Indirect","#10","2017-06-30",17959,19095
"Punggol","PG_B1","3004479045","008930614675","WS500050A","SUB","Indirect","#10","2017-07-31",19882,14243
"Punggol","PG_B1","3004479045","008930614675","WS500050A","SUB","Indirect","#10","2017-08-31",19268,36894
"Punggol","PG_B1","3004479045","008930614675","WS500050A","SUB","Indirect","#10","2017-09-30",20733,16827
"Punggol","PG_B1","3004479045","008930614675","WS500050A","SUB","Indirect","#10","2017-10-31",21343,82847
"Punggol","PG_B1","3004479059","008913721976","WS500056A","SUB","Indirect","#11","2017-05-31",12019,14364
"Punggol","PG_B1","3004479059","008913721976","WS500056A","SUB","Indirect","#11","2017-06-30",22380,19095
"Punggol","PG_B1","3004479059","008913721976","WS500056A","SUB","Indirect","#11","2017-07-31",21251,14243
"Punggol","PG_B1","3004479059","008913721976","WS500056A","SUB","Indirect","#11","2017-08-31",21551,36894
"Punggol","PG_B1","3004479059","008913721976","WS500056A","SUB","Indirect","#11","2017-09-30",20799,16827
"Punggol","PG_B1","3004479059","008913721976","WS500056A","SUB","Indirect","#11","2017-10-31",22766,82847
"Punggol","PG_B1","3004479068","008901630692","WS500062A","SUB","Indirect","#12","2017-05-31",16063,14364
"Punggol","PG_B1","3004479068","008901630692","WS500062A","SUB","Indirect","#12","2017-06-30",28425,19095
"Punggol","PG_B1","3004479068","008901630692","WS500062A","SUB","Indirect","#12","2017-07-31",29735,14243
"Punggol","PG_B1","3004479068","008901630692","WS500062A","SUB","Indirect","#12","2017-08-31",29332,36894
"Punggol","PG_B1","3004479068","008901630692","WS500062A","SUB","Indirect","#12","2017-09-30",30373,16827
"Punggol","PG_B1","3004479068","008901630692","WS500062A","SUB","Indirect","#12","2017-10-31",28175,82847
"Punggol","PG_B1","3004479091","008901746704","WS500068A","SUB","Indirect","#13","2017-05-31",13923,14364
"Punggol","PG_B1","3004479091","008901746704","WS500068A","SUB","Indirect","#13","2017-06-30",32523,19095
"Punggol","PG_B1","3004479091","008901746704","WS500068A","SUB","Indirect","#13","2017-07-31",32165,14243
"Punggol","PG_B1","3004479091","008901746704","WS500068A","SUB","Indirect","#13","2017-08-31",29146,36894
"Punggol","PG_B1","3004479091","008901746704","WS500068A","SUB","Indirect","#13","2017-09-30",32072,16827
"Punggol","PG_B1","3004479091","008901746704","WS500068A","SUB","Indirect","#13","2017-10-31",29441,82847
"Punggol","PG_B1","3004479109","008932505384","WS500074A","SUB","Indirect","#14","2017-05-31",7749,14364
"Punggol","PG_B1","3004479109","008932505384","WS500074A","SUB","Indirect","#14","2017-06-30",7876,19095
"Punggol","PG_B1","3004479109","008932505384","WS500074A","SUB","Indirect","#14","2017-07-31",9483,14243
"Punggol","PG_B1","3004479109","008932505384","WS500074A","SUB","Indirect","#14","2017-08-31",14284,36894
"Punggol","PG_B1","3004479109","008932505384","WS500074A","SUB","Indirect","#14","2017-09-30",14520,16827
"Punggol","PG_B1","3004479109","008932505384","WS500074A","SUB","Indirect","#14","2017-10-31",26709,82847
"Punggol","PG_B1","3004479139","008918924252","WS500080A","SUB","Indirect","#15","2017-05-31",5455,14364
"Punggol","PG_B1","3004479139","008918924252","WS500080A","SUB","Indirect","#15","2017-06-30",11065,19095
"Punggol","PG_B1","3004479139","008918924252","WS500080A","SUB","Indirect","#15","2017-07-31",9249,14243
"Punggol","PG_B1","3004479139","008918924252","WS500080A","SUB","Indirect","#15","2017-08-31",9821,36894
"Punggol","PG_B1","3004479139","008918924252","WS500080A","SUB","Indirect","#15","2017-09-30",8678,16827
"Punggol","PG_B1","3004479139","008918924252","WS500080A","SUB","Indirect","#15","2017-10-31",8812,82847
"Punggol","PG_B1","3004479149","008901624695","WS500086A","SUB","Indirect","#16","2017-05-31",16986,14364
"Punggol","PG_B1","3004479149","008901624695","WS500086A","SUB","Indirect","#16","2017-06-30",38037,19095
"Punggol","PG_B1","3004479149","008901624695","WS500086A","SUB","Indirect","#16","2017-07-31",43372,14243
"Punggol","PG_B1","3004479149","008901624695","WS500086A","SUB","Indirect","#16","2017-08-31",39357,36894
"Punggol","PG_B1","3004479149","008901624695","WS500086A","SUB","Indirect","#16","2017-09-30",43142,16827
"Punggol","PG_B1","3004479149","008901624695","WS500086A","SUB","Indirect","#16","2017-10-31",38573,82847
"Punggol","PG_B1","3004479171","008904363259","WS500003A","SUB","Direct","#02","2017-05-31",7738,5005
"Punggol","PG_B1","3004479171","008904363259","WS500003A","SUB","Direct","#02","2017-06-30",13084,13110
"Punggol","PG_B1","3004479171","008904363259","WS500003A","SUB","Direct","#02","2017-07-31",12277,16252
"Punggol","PG_B1","3004479171","008904363259","WS500003A","SUB","Direct","#02","2017-08-31",11738,11192
"Punggol","PG_B1","3004479171","008904363259","WS500003A","SUB","Direct","#02","2017-09-30",9901,22262
"Punggol","PG_B1","3004479171","008904363259","WS500003A","SUB","Direct","#02","2017-10-31",10565,11491
"Punggol","PG_B1","3004479193","008934028815","WS500009A","SUB","Direct","#03","2017-05-31",10309,5005
"Punggol","PG_B1","3004479193","008934028815","WS500009A","SUB","Direct","#03","2017-06-30",12829,13110
"Punggol","PG_B1","3004479193","008934028815","WS500009A","SUB","Direct","#03","2017-07-31",10823,16252
"Punggol","PG_B1","3004479193","008934028815","WS500009A","SUB","Direct","#03","2017-08-31",10486,11192
"Punggol","PG_B1","3004479193","008934028815","WS500009A","SUB","Direct","#03","2017-09-30",11073,22262
"Punggol","PG_B1","3004479193","008934028815","WS500009A","SUB","Direct","#03","2017-10-31",9030,11491
"Punggol","PG_B1","3004479207","008913899608","WS500015A","SUB","Direct","#04","2017-05-31",3007,5005
"Punggol","PG_B1","3004479207","008913899608","WS500015A","SUB","Direct","#04","2017-06-30",5320,13110
"Punggol","PG_B1","3004479207","008913899608","WS500015A","SUB","Direct","#04","2017-07-31",5917,16252
"Punggol","PG_B1","3004479207","008913899608","WS500015A","SUB","Direct","#04","2017-08-31",5601,11192
"Punggol","PG_B1","3004479207","008913899608","WS500015A","SUB","Direct","#04","2017-09-30",5204,22262
"Punggol","PG_B1","3004479207","008913899608","WS500015A","SUB","Direct","#04","2017-10-31",8456,11491
"Punggol","PG_B1","3004479244","008902404295","WS500021A","SUB","Indirect","#05","2017-05-31",2380,14364
"Punggol","PG_B1","3004479244","008902404295","WS500021A","SUB","Indirect","#05","2017-06-30",3520,19095
"Punggol","PG_B1","3004479244","008902404295","WS500021A","SUB","Indirect","#05","2017-07-31",4970,14243
"Punggol","PG_B1","3004479244","008902404295","WS500021A","SUB","Indirect","#05","2017-08-31",4080,36894
"Punggol","PG_B1","3004479244","008902404295","WS500021A","SUB","Indirect","#05","2017-09-30",6002,16827
"Punggol","PG_B1","3004479244","008902404295","WS500021A","SUB","Indirect","#05","2017-10-31",3971,82847
"Punggol","PG_B1","3004479266","008902315269","WS500027A","SUB","Indirect","#06","2017-05-31",7026,14364
"Punggol","PG_B1","3004479266","008902315269","WS500027A","SUB","Indirect","#06","2017-06-30",13677,19095
"Punggol","PG_B1","3004479266","008902315269","WS500027A","SUB","Indirect","#06","2017-07-31",15714,14243
"Punggol","PG_B1","3004479266","008902315269","WS500027A","SUB","Indirect","#06","2017-08-31",15850,36894
"Punggol","PG_B1","3004479266","008902315269","WS500027A","SUB","Indirect","#06","2017-09-30",16992,16827
"Punggol","PG_B1","3004479266","008902315269","WS500027A","SUB","Indirect","#06","2017-10-31",16911,82847
"Punggol","PG_B1","3004479278","008901654395","WS500033A","SUB","Indirect","#07","2017-05-31",7105,14364
"Punggol","PG_B1","3004479278","008901654395","WS500033A","SUB","Indirect","#07","2017-06-30",12071,19095
"Punggol","PG_B1","3004479278","008901654395","WS500033A","SUB","Indirect","#07","2017-07-31",11085,14243
"Punggol","PG_B1","3004479278","008901654395","WS500033A","SUB","Indirect","#07","2017-08-31",12543,36894
"Punggol","PG_B1","3004479278","008901654395","WS500033A","SUB","Indirect","#07","2017-09-30",11378,16827
"Punggol","PG_B1","3004479278","008901654395","WS500033A","SUB","Indirect","#07","2017-10-31",13497,82847
"Punggol","PG_B1","3004479303","008930987378","WS500039A","SUB","Indirect","#08","2017-05-31",10498,14364
"Punggol","PG_B1","3004479303","008930987378","WS500039A","SUB","Indirect","#08","2017-06-30",16766,19095
"Punggol","PG_B1","3004479303","008930987378","WS500039A","SUB","Indirect","#08","2017-07-31",12459,14243
"Punggol","PG_B1","3004479303","008930987378","WS500039A","SUB","Indirect","#08","2017-08-31",13416,36894
"Punggol","PG_B1","3004479303","008930987378","WS500039A","SUB","Indirect","#08","2017-09-30",15117,16827
"Punggol","PG_B1","3004479303","008930987378","WS500039A","SUB","Indirect","#08","2017-10-31",15779,82847
"Punggol","PG_B1","3004479332","008933534854","WS500045A","SUB","Indirect","#09","2017-05-31",840,14364
"Punggol","PG_B1","3004479332","008933534854","WS500045A","SUB","Indirect","#09","2017-06-30",2063,19095
"Punggol","PG_B1","3004479332","008933534854","WS500045A","SUB","Indirect","#09","2017-07-31",1041,14243
"Punggol","PG_B1","3004479332","008933534854","WS500045A","SUB","Indirect","#09","2017-08-31",2838,36894
"Punggol","PG_B1","3004479332","008933534854","WS500045A","SUB","Indirect","#09","2017-09-30",1969,16827
"Punggol","PG_B1","3004479332","008933534854","WS500045A","SUB","Indirect","#09","2017-10-31",630,82847
"Punggol","PG_B1","3004479342","008901658735","WS500051A","SUB","Indirect","#10","2017-05-31",18895,14364
"Punggol","PG_B1","3004479342","008901658735","WS500051A","SUB","Indirect","#10","2017-06-30",32590,19095
"Punggol","PG_B1","3004479342","008901658735","WS500051A","SUB","Indirect","#10","2017-07-31",31438,14243
"Punggol","PG_B1","3004479342","008901658735","WS500051A","SUB","Indirect","#10","2017-08-31",32603,36894
"Punggol","PG_B1","3004479342","008901658735","WS500051A","SUB","Indirect","#10","2017-09-30",31699,16827
"Punggol","PG_B1","3004479342","008901658735","WS500051A","SUB","Indirect","#10","2017-10-31",31547,82847
"Punggol","PG_B1","3004479375","008923533254","WS500057A","SUB","Indirect","#11","2017-05-31",4775,14364
"Punggol","PG_B1","3004479375","008923533254","WS500057A","SUB","Indirect","#11","2017-06-30",9244,19095
"Punggol","PG_B1","3004479375","008923533254","WS500057A","SUB","Indirect","#11","2017-07-31",4225,14243
"Punggol","PG_B1","3004479375","008923533254","WS500057A","SUB","Indirect","#11","2017-08-31",1443,36894
"Punggol","PG_B1","3004479375","008923533254","WS500057A","SUB","Indirect","#11","2017-09-30",7832,16827
"Punggol","PG_B1","3004479375","008923533254","WS500057A","SUB","Indirect","#11","2017-10-31",773,82847
"Punggol","PG_B1","3004479408","008933940242","WS500063A","SUB","Indirect","#12","2017-05-31",5229,14364
"Punggol","PG_B1","3004479408","008933940242","WS500063A","SUB","Indirect","#12","2017-06-30",9123,19095
"Punggol","PG_B1","3004479408","008933940242","WS500063A","SUB","Indirect","#12","2017-07-31",13368,14243
"Punggol","PG_B1","3004479408","008933940242","WS500063A","SUB","Indirect","#12","2017-08-31",13546,36894
"Punggol","PG_B1","3004479408","008933940242","WS500063A","SUB","Indirect","#12","2017-09-30",8226,16827
"Punggol","PG_B1","3004479408","008933940242","WS500063A","SUB","Indirect","#12","2017-10-31",8937,82847
"Punggol","PG_B1","3004479421","008902525578","WS500069A","SUB","Indirect","#13","2017-05-31",17927,14364
"Punggol","PG_B1","3004479421","008902525578","WS500069A","SUB","Indirect","#13","2017-06-30",30061,19095
"Punggol","PG_B1","3004479421","008902525578","WS500069A","SUB","Indirect","#13","2017-07-31",33235,14243
"Punggol","PG_B1","3004479421","008902525578","WS500069A","SUB","Indirect","#13","2017-08-31",35949,36894
"Punggol","PG_B1","3004479421","008902525578","WS500069A","SUB","Indirect","#13","2017-09-30",34597,16827
"Punggol","PG_B1","3004479421","008902525578","WS500069A","SUB","Indirect","#13","2017-10-31",40829,82847
"Punggol","PG_B1","3004479444","008930194868","WS500075A","SUB","Indirect","#14","2017-05-31",7796,14364
"Punggol","PG_B1","3004479444","008930194868","WS500075A","SUB","Indirect","#14","2017-06-30",14480,19095
"Punggol","PG_B1","3004479444","008930194868","WS500075A","SUB","Indirect","#14","2017-07-31",14039,14243
"Punggol","PG_B1","3004479444","008930194868","WS500075A","SUB","Indirect","#14","2017-08-31",14966,36894
"Punggol","PG_B1","3004479444","008930194868","WS500075A","SUB","Indirect","#14","2017-09-30",14542,16827
"Punggol","PG_B1","3004479444","008930194868","WS500075A","SUB","Indirect","#14","2017-10-31",13366,82847
"Punggol","PG_B1","3004479481","008901630585","WS500081A","SUB","Indirect","#15","2017-05-31",20574,14364
"Punggol","PG_B1","3004479481","008901630585","WS500081A","SUB","Indirect","#15","2017-06-30",33988,19095
"Punggol","PG_B1","3004479481","008901630585","WS500081A","SUB","Indirect","#15","2017-07-31",37269,14243
"Punggol","PG_B1","3004479481","008901630585","WS500081A","SUB","Indirect","#15","2017-08-31",37423,36894
"Punggol","PG_B1","3004479481","008901630585","WS500081A","SUB","Indirect","#15","2017-09-30",37964,16827
