"","id","code","family_id","results","special_challenge_options","challenge_start_date","challenge_end_date","created_date","updated_date","status"
"111",98,"S03",240,"FAILED",NA,2017-05-15,2017-08-15,2017-06-12 15:00:03,2017-05-15 15:00:03,NA
"112",102,"S03",244,"FAILED",NA,2017-05-15,2017-08-15,2017-06-12 15:00:03,2017-05-15 15:00:03,NA
"113",104,"S03",300,"FAILED",NA,2017-05-15,2017-08-15,2017-06-12 15:00:03,2017-05-15 15:00:03,NA
"114",121,"S03",87,"AVAILABLE",NA,2017-06-12,2017-09-12,2017-06-12 15:00:03,2017-06-12 15:00:03,NA
"115",123,"S03",41,"AVAILABLE",NA,2017-06-12,2017-09-12,2017-06-12 15:00:03,2017-06-12 15:00:03,NA
"116",125,"S03",95,"AVAILABLE",NA,2017-06-12,2017-09-12,2017-06-12 15:00:03,2017-06-12 15:00:03,NA
"117",128,"S03",542,"AVAILABLE",NA,2017-06-12,2017-09-12,2017-06-12 15:00:03,2017-06-12 15:00:03,NA
"118",130,"S03",351,"AVAILABLE",NA,2017-06-12,2017-09-12,2017-06-12 15:00:03,2017-06-12 15:00:03,NA
"119",132,"S03",382,"AVAILABLE",NA,2017-06-12,2017-09-12,2017-06-12 15:00:03,2017-06-12 15:00:03,NA
"120",138,"S03",211,"AVAILABLE",NA,2017-06-12,2017-09-12,2017-06-12 15:00:03,2017-06-12 15:00:03,NA
"121",142,"S03",286,"AVAILABLE",NA,2017-06-12,2017-09-12,2017-06-12 15:00:03,2017-06-12 15:00:03,NA
"122",111,"S04",51,"FAILED",NA,2017-05-19,2017-08-19,2017-06-17 15:00:02,2017-05-19 15:00:02,NA
"123",145,"S02",51,"SUCCESS","255",2017-06-17,NA,2017-06-21 15:00:03,2017-06-17 15:00:02,NA
"124",147,"S04",113,"AVAILABLE",NA,2017-06-24,2017-09-24,2017-06-24 15:00:03,2017-06-24 15:00:03,NA
"125",146,"S04",51,"FAILED",NA,2017-06-21,2017-09-21,2017-06-24 15:00:03,2017-06-21 15:00:03,NA
"126",118,"S04",33,"FAILED",NA,2017-06-04,2017-09-04,2017-06-25 15:00:03,2017-06-04 15:00:02,NA
"127",120,"S03",1770,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"128",122,"S03",29,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"129",124,"S03",116,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"130",126,"S03",123,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"131",127,"S03",126,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"132",129,"S03",181,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"133",131,"S03",555,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"134",133,"S03",553,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"135",134,"S03",326,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"136",135,"S03",462,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"137",136,"S03",426,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"138",137,"S03",240,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"139",139,"S03",244,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"140",141,"S03",190,"FAILED",NA,2017-06-12,2017-09-12,2017-06-26 15:00:03,2017-06-12 15:00:03,NA
"141",150,"S03",1770,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"142",151,"S03",538,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"143",152,"S03",29,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"144",153,"S03",30,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"145",154,"S03",116,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"146",155,"S03",123,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"147",157,"S03",126,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"148",158,"S03",132,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"149",163,"S03",553,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"150",165,"S03",326,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"151",166,"S03",368,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"152",167,"S03",462,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"153",168,"S03",494,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"154",169,"S03",556,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"155",149,"S02",33,"SUCCESS","257",2017-06-25,NA,2017-07-01 15:00:03,2017-06-25 15:00:03,NA
"156",148,"S02",51,"SUCCESS","256",2017-06-24,NA,2017-07-02 15:00:05,2017-06-24 15:00:03,NA
"157",114,"S02",231,"SUCCESS","247",2017-05-26,NA,2017-07-05 15:00:03,2017-05-26 15:00:02,NA
"158",140,"S03",300,"FAILED",NA,2017-06-12,2017-09-12,2017-07-17 15:38:35,2017-06-12 15:00:03,NA
"159",156,"S03",135,"FAILED",NA,2017-06-26,2017-09-26,2017-07-17 15:38:35,2017-06-26 15:00:03,NA
"160",159,"S03",181,"FAILED",NA,2017-06-26,2017-09-26,2017-07-17 15:38:35,2017-06-26 15:00:03,NA
"161",160,"S03",555,"FAILED",NA,2017-06-26,2017-09-26,2017-07-17 15:38:35,2017-06-26 15:00:03,NA
"162",161,"S03",352,"FAILED",NA,2017-06-26,2017-09-26,2017-07-17 15:38:35,2017-06-26 15:00:03,NA
"163",162,"S03",376,"FAILED",NA,2017-06-26,2017-09-26,2017-07-17 15:38:35,2017-06-26 15:00:03,NA
"164",164,"S03",371,"FAILED",NA,2017-06-26,2017-09-26,2017-07-17 15:38:35,2017-06-26 15:00:03,NA
"165",170,"S03",505,"FAILED",NA,2017-06-26,2017-09-26,2017-07-17 15:38:35,2017-06-26 15:00:03,NA
"166",144,"S02",1777,"SUCCESS","254",2017-06-15,NA,2017-06-15 15:00:03,2017-07-24 15:00:56,NA
"167",143,"S02",322,"SUCCESS","253",2017-06-14,NA,2017-06-14 15:00:04,2017-07-30 15:00:03,NA
"168",100,"S03",186,"SUCCESS",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-08-16 15:00:09,NA
"169",171,"S03",426,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"170",172,"S03",437,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"171",173,"S03",240,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"172",174,"S03",244,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"173",175,"S03",197,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"174",176,"S03",293,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"175",177,"S03",190,"AVAILABLE",NA,2017-06-26,2017-09-26,2017-06-26 15:00:03,2017-06-26 15:00:03,NA
"176",181,"S04",33,"AVAILABLE",NA,2017-07-01,2017-10-01,2017-07-01 15:00:03,2017-07-01 15:00:03,NA
"177",178,"S02",35,"SUCCESS","259",2017-06-27,NA,2017-07-02 15:00:05,2017-06-27 15:00:02,NA
"178",182,"S04",51,"AVAILABLE",NA,2017-07-02,2017-10-02,2017-07-02 15:00:05,2017-07-02 15:00:05,NA
"179",183,"S04",35,"AVAILABLE",NA,2017-07-02,2017-10-02,2017-07-02 15:00:05,2017-07-02 15:00:05,NA
"180",180,"S02",422,"SUCCESS","261",2017-06-29,NA,2017-07-04 15:00:03,2017-06-29 15:00:02,NA
"181",186,"S04",231,"AVAILABLE",NA,2017-07-05,2017-10-05,2017-07-05 15:00:03,2017-07-05 15:00:03,NA
"182",187,"S02",475,"SUCCESS","264",2017-07-05,NA,2017-07-09 15:00:02,2017-07-05 15:00:03,NA
"183",188,"S04",475,"AVAILABLE",NA,2017-07-09,2017-10-09,2017-07-09 15:00:02,2017-07-09 15:00:02,NA
"184",13,"S03",176,"SUCCESS",NA,2017-04-10,2017-07-10,2017-07-11 15:00:07,2017-04-11 15:37:37,NA
"185",17,"S03",358,"SUCCESS",NA,2017-04-10,2017-07-10,2017-07-11 15:00:07,2017-04-11 15:37:37,NA
"186",189,"S02",49,"SUCCESS","265",2017-07-10,NA,2017-07-13 15:00:08,2017-07-10 15:00:11,NA
"187",190,"S04",49,"AVAILABLE",NA,2017-07-13,2017-10-13,2017-07-13 15:00:08,2017-07-13 15:00:08,NA
"188",184,"S02",34,"SUCCESS","263",2017-07-02,NA,2017-07-15 15:00:03,2017-07-02 15:00:05,NA
"189",191,"S04",34,"AVAILABLE",NA,2017-07-15,2017-10-15,2017-07-15 15:00:03,2017-07-15 15:00:03,NA
"190",185,"S04",422,"FAILED",NA,2017-07-04,2017-10-04,2017-07-16 15:00:21,2017-07-04 15:00:03,NA
"191",193,"S03",1791,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"192",194,"S03",135,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"193",195,"S03",539,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"194",196,"S03",1792,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"195",197,"S03",181,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"196",198,"S03",555,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"197",199,"S03",352,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"198",200,"S03",376,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"199",201,"S03",371,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"200",202,"S03",306,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"201",203,"S03",324,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"202",204,"S03",502,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"203",205,"S03",505,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"204",206,"S03",467,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"205",207,"S03",501,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"206",208,"S03",185,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"207",209,"S03",233,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"208",210,"S03",300,"AVAILABLE",NA,2017-07-17,2017-10-17,2017-07-17 15:38:35,2017-07-17 15:38:35,NA
"209",179,"S02",11,"SUCCESS","260",2017-06-28,NA,2017-06-28 15:00:08,2017-07-27 15:00:03,NA
"210",192,"S02",422,"SUCCESS","266",2017-07-16,NA,2017-07-16 15:00:21,2017-08-05 15:00:03,NA
"211",212,"S02",11,"SUCCESS","268",2017-07-31,NA,2017-07-31 13:57:44,2017-08-18 15:00:03,"-"
